lat,long,plot_id,month,year,great_huki_year,assess_date,removal,non-removal,av,as,gs,o,bp,cr,caul,ce,chon,cm,dc,da,ds,dict,gc,gp,gr,hal,hh,hyd,hyp,lc,lyng,lau,neo,pad,spy,uf,rock,sand,sand_depth_mean
21.28059,-157.73021,P0567,7,2025,2011,2025-07-12,a,,0,10,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,36,10,2.333333333
21.28059,-157.7307,P0572,3,2025,2010,2025-03-01,h,,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,25,
21.28059,-157.73157,P0576,4,2025,,2025-04-05,e,,0,25,0,0,0,0,12,0,0,0,0,25,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,55,5,
21.28059,-157.73166,P0577,4,2025,,2025-04-05,e,,5,35,5,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,15,40,
21.28068,-157.73021,P0282,7,2025,2011,2025-07-12,h,,3,34,1,0,0,0,9,0,0,0,0,2,1,0,0,0,0,6,0,0,0,0,9,1,0,10,3,0,49,13,3.333333333
21.28068,-157.7307,P0137,4,2025,2010,2025-04-11,h,,0,42,5,0,0,0,3,0,6,0,1,2,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,35,28,2.111111111
21.28068,-157.73108,P0611,3,2025,2011,2025-03-25,a,,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,20,
21.28068,-157.73137,P0613,3,2025,,2025-03-19,ae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21.28068,-157.73147,P0614,4,2025,,2025-04-19,ae,,0,50,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,25,25,
21.28077,-157.72828,P0629,3,2025,2010,2025-03-17,e,,0,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,0,35,35,
21.28077,-157.72848,P0631,3,2025,2010,2025-03-17,h,,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15,0,35,40,
21.28077,-157.72896,P0634,3,2025,,2025-03-01,h,,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,10,10,
21.28077,-157.72944,P0636,6,2025,2010,2025-06-26,e,,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,132,3
21.28077,-157.73012,P0210,7,2025,2011,2025-07-12,h,,2,34,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,9,0,0,0,0,0,6,0,8,9,0,41,18,2
21.28077,-157.73021,P0639,7,2025,2011,2025-07-12,h,,0,10,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,80,37,1.466666667
21.28077,-157.73031,P0283,7,2025,,2025-07-12,h,,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,77,20,1.5
21.28077,-157.7307,P0642,4,2025,2010,2025-04-11,h,,0,20,2,0,0,0,5,0,8,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,58,12,2
21.28077,-157.73108,P0645,8,2025,2011,2025-08-26,a,,1,17,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,20,0,0,0,1,0,43,110,3.074074074
21.28077,-157.73128,P0647,3,2025,,2025-03-19,ae,,0,10,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,
21.28077,-157.73263,P0656,2,2025,,2025-02-04,E,,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,40,0,0,0,0,0,20,40,
21.28086,-157.72828,P0660,3,2025,2010,2025-03-17,h,,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,50,25,
21.28086,-157.7305,P0670,4,2025,2010,2025-04-09,h,,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,30,341,5.433962264
21.28086,-157.7306,P0671,4,2025,2010,2025-04-09,h,,0,20,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,63,16,2.2
21.28086,-157.73253,P0375,2,2025,,2025-02-04,h,,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,10,60,
21.28086,-157.73263,P0379,2,2025,,2025-02-15,h,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1,0,1,0,2,0,24,163,3.939393939
21.28086,-157.73273,P0380,2,2025,,2025-02-15,h,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,38,53,1.65
21.28086,-157.73282,P0381,2,2025,,2025-02-15,E,,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,45,11,1.75
21.28086,-157.73302,P0685,2,2025,,2025-02-15,e,,4,2,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,55,29,2.222222222
21.28095,-157.72761,P0686,2,2025,,2025-02-15,h,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,0,64,27,2.857142857
21.28095,-157.73108,P0703,3,2025,2011,2025-03-19,h,,2,40,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,0,2,0,0,20,10,
21.28095,-157.73118,P0704,3,2025,2010,2025-03-19,h,,2,20,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,53,108,4.142857143
21.28095,-157.73176,P0709,6,2025,,2025-06-27,e,,1,35,0,0,0,0,13,0,0,0,0,1,4,0,0,0,0,18,0,0,0,0,13,0,0,0,4,0,45,18,1.571428571
21.28095,-157.73253,P0376,2,2025,,2025-02-04,h,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,50,0,0,0,0,0,25,25,
21.28104,-157.72799,P0715,5,2025,,2025-05-15,e,,24,83,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,71,0,0,5,0,5,0,0,0,77,0,13,0,
21.28104,-157.72944,P0725,3,2025,2010,2025-03-01,h,,0,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,20,30,
21.28104,-157.7306,P0729,7,2025,2010,2025-07-25,h,,0,7,11,0,0,0,10,0,2,0,0,6,0,0,0,0,0,0,0,0,2,0,9,0,0,0,5,0,56,45,2.75
21.28104,-157.73176,P0737,3,2025,,2025-03-19,e,,3,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,7,50,
21.28104,-157.73244,P0372,3,2025,,2025-03-19,h,,0,10,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,60,20,
21.28104,-157.73263,P0740,5,2025,,2025-05-15,e,,0,22,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,32,0,9,260,4
21.28104,-157.73282,P0741,5,2025,,2025-05-15,e,,9,42,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,82,0,0,10,0,0,0,0,0,82,0,2,6,2
21.28113,-157.72935,P0053,6,2025,2010,2025-06-12,h,,0,25,24,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,27,103,1.942857143
21.28113,-157.72944,P0054,4,2025,2010,2025-04-01,h,,1,10,54,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,56,22,2.142857143
21.28113,-157.72973,P0278,2,2025,2010,2025-02-20,h,,8,13,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,22,22,
21.28113,-157.7306,P0751,7,2025,2010,2025-07-25,q,,0,14,23,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,0,61,25,2.125
21.28113,-157.73166,P0761,4,2025,,2025-04-23,e,,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,0,0,0,5,0,15,65,
21.28113,-157.73224,P0765,3,2025,,2025-03-19,e,,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,30,30,
21.28113,-157.73244,P0767,9,2025,,2025-09-06,e,,11,4,1,4,0,0,18,0,0,0,0,0,5,0,0,0,0,55,0,0,1,0,45,0,0,1,0,0,21,19,2.166666667
21.28122,-157.72935,P0326,4,2025,,2025-04-05,h,,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,58,83,1.862068966
21.28122,-157.72944,P0055,4,2025,,2025-04-05,h,,0,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,27,1.7
21.28122,-157.7306,P0775,7,2025,,2025-07-25,h,,0,13,17,0,0,0,1,0,4,0,0,2,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1,0,67,20,2.333333333
21.28122,-157.73186,P0782,3,2025,,2025-03-19,e,,0,50,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,20,
21.28122,-157.73195,P0783,3,2025,,2025-03-19,e,,0,25,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,50,0,
21.28122,-157.73224,P0784,3,2025,,2025-03-19,e,,2,5,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,20,25,
21.28131,-157.72867,P0170,9,2025,,2025-09-06,a,,7,7,5,12,0,0,11,0,0,0,0,0,5,0,1,0,0,51,0,0,3,0,25,0,0,0,3,0,35,4,1
21.28131,-157.72877,P0174,9,2025,,2025-09-06,a,,11,4,0,5,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,15,1,0,0,6,0,55,36,3
21.28131,-157.72944,P0337,4,2025,,2025-04-05,h,,1,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,16,57,1.590909091
21.28131,-157.72983,P0280,6,2025,,2025-06-14,h,,0,24,31,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,50,17,3.25
21.28131,-157.73195,P0792,3,2025,,2025-03-19,h,,0,30,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,40,20,
21.28131,-157.73215,P0793,3,2025,,2025-03-19,ae,,1,20,15,0,0,0,10,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,30,10,
21.28131,-157.73274,P0794,1,2025,,2025-01-27,h,,10,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,0,25,0,0,0,0,30,0,0,0,0,0,25,25,
21.2814,-157.72906,P0319,9,2025,,2025-09-06,h,,11,7,1,7,0,0,2,0,1,0,0,0,1,0,0,0,0,13,0,0,0,0,6,2,0,0,8,0,62,26,1.6
21.2814,-157.72915,P0236,8,2025,,2025-08-09,h,,0,16,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,28,21,2
21.2814,-157.72935,P0185,8,2025,,2025-08-09,h,,0,13,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8,0,18,19,1.714285714
21.2814,-157.72944,P0179,8,2025,,2025-08-09,h,,0,12,36,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,50,20,1.5
21.2814,-157.72954,P0057,8,2025,,2025-08-09,h,,0,22,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,13,0,35,5,1.5
21.2814,-157.72973,P0011,6,2025,,2025-06-14,h,,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,208,2.781818182
21.2814,-157.72983,P0013,6,2025,2010,2025-06-14,h,,0,16,75,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,19,11,2.666666667
21.28149,157.72915,P0803,4,2025,,2025-04-30,h,,1,14,0,2,0,0,11,0,0,0,0,1,2,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,40,46,2.066666667
21.28149,157.72925,P0804,4,2025,,2025-04-30,h,,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,69,48,2.2
21.28149,-157.72935,P0062,8,2025,,2025-08-09,h,,0,3,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,10,675,8
21.28149,-157.72935,P0062,8,2025,,2025-08-09,h,,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,33,574,12.66666667
21.28149,-157.72954,P0064,8,2025,,2025-08-09,h,,0,7,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,10,451,6.912280702
21.28149,-157.72964,P0091,3,2025,,2025-03-15,h,,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,30,
21.28149,-157.72973,P0033,3,2025,,2025-03-15,h,,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,25,
21.28149,-157.72983,P0034,3,2025,,2025-03-15,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,30,
21.28149,-157.72993,P0079,3,2025,,2025-03-15,h,,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,40,
21.28149,-157.73002,P0293,4,2025,,2025-04-19,h,,0,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,
7.24,-157.73012,P0805,4,2025,2010,2025-04-19,h,,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,
21.28158,-157.72944,P0812,3,2025,,2025-03-19,h,,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,20,60,
21.28158,-157.72964,P0087,3,2025,,2025-03-15,h,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,
21.28158,-157.72973,P0081,3,2025,,2025-03-15,h,,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,70,
21.28158,-157.72983,P0078,3,2025,,2025-03-15,h,,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,60,
21.28158,-157.72993,P0080,3,2025,,2025-03-15,h,,0,15,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,50,
21.28158,-157.73002,P0065,4,2025,,2025-04-19,h,,0,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,
21.28158,-157.73012,P0066,4,2025,,2025-04-19,h,,0,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,
21.28158,-157.73041,P0037,5,2025,2010,2025-05-23,h,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,50,
21.28158,-157.7305,P0813,5,2025,2010,2025-05-17,h,,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,132,2.142857143
21.28158,-157.7306,P0186,5,2025,2010,2025-05-17,h,,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,124,2.179487179
21.28158,-157.73089,P0814,3,2025,,2025-03-03,h,,0,7,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,28,165,2.510638298
21.28158,-157.73176,P0321,5,2025,,2025-05-26,h,,1,22,24,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,62,1.818181818
21.28158,-157.73234,P0370,2,2025,,2025-02-21,h,,4,18,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0,5,0,0,4,0,1,3,0,0,21,0,55,55,1.619047619
21.28167,-157.72964,P0816,2,2025,,2025-02-21,h,,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,55,78,2
21.28167,-157.72983,P0124,2,2025,,2025-02-21,h,,3,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,28,181,2.290909091
21.28167,-157.73002,P0167,4,2025,,2025-04-19,h,,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,60,
21.28167,-157.73012,P0168,4,2025,,2025-04-19,h,,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,83,2,
21.28167,-157.73021,P0088,3,2025,,2025-03-03,h,,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,50,
21.28167,-157.73041,P0090,5,2025,,2025-05-17,h,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,151,2.081632653
21.28167,-157.7305,P0817,5,2025,,2025-05-17,e,,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,204,2.290322581
21.28167,-157.7306,P0272,5,2025,,2025-05-17,h,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,189,2.25862069
21.28167,-157.7307,P0818,3,2025,,2025-03-01,h,,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,0,15,35,
21.28167,-157.73244,P0373,5,2025,,2025-05-26,h,,0,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18,0,20,10,1.5
21.28167,-157.73253,P0378,2,2025,,2025-02-21,h,,5,62,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,49,0,24,21,1.625
21.28176,157.71949,P0822,5,2025,,2025-05-02,ae,,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,54,103,2.322580645
21.28176,157.71968,P0823,5,2025,,2025-05-02,ae,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,236,2.371428571
21.28176,-157.73099,P0829,3,2025,,2025-03-19,h,,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,85,
21.28185,157.71959,P0832,5,2025,,2025-05-02,ae,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,231,2.3
21.28194,157.71988,P0842,4,2025,,2025-04-22,ae,,0,20,10,0,0,0,0,0,0,0,0,25,5,0,0,0,0,10,0,0,5,0,5,0,0,30,0,0,0,0,
21.28194,157.71997,P0843,4,2025,,2025-04-16,ae,,20,10,5,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,45,
21.28338,-157.71959,P0158,4,2025,,2025-04-16,h,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,70,10,
21.28338,-157.71968,P0191,2,2025,,2025-02-07,h,,0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,12,10,
21.28338,-157.71978,P0019,2,2025,,2025-02-07,h,,0,8,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,17,23,
21.28338,-157.71988,P0868,2,2025,,2025-02-07,h,,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,
21.28338,-157.71997,P0116,2,2025,,2025-02-07,h,,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,
21.28356,-157.71939,P0155,4,2025,,2025-04-16,h,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,60,
21.28356,-157.71949,P0874,2,2025,,2025-02-27,h,,0,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,25,
21.28356,-157.71959,P0875,2,2025,,2025-02-26,h,,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,40,10,
21.28356,-157.71978,P0070,2,2025,,2025-02-25,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,
21.28365,-157.7193,P0361,3,2025,,2025-03-14,h,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,30,
21.28365,-157.71939,P0312,3,2025,,2025-03-14,h,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,30,
21.28365,-157.71949,P0313,3,2025,,2025-03-14,h,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,40,
21.28365,-157.71959,P0878,2,2025,,2025-02-27,h,,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,40,
21.28365,-157.71988,P0023,2,2025,,2025-02-25,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,
,-157.7193,P0880,3,2025,,2025-03-14,h,,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,15,
21.28374,-157.71939,P0881,3,2025,,2025-03-14,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,30,
21.28374,-157.71949,P0882,3,2025,,2025-03-14,h,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,
21.28383,-157.7193,P0885,3,2025,,2025-03-12,h,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,40,
21.28383,-157.71978,P0887,4,2025,,2025-04-15,h,,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,34,99,2
21.28383,-157.72017,P0889,4,2025,,2025-04-16,h,,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,15,5,
21.28392,-157.7193,P0890,3,2025,,2025-03-12,h,,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,
,-157.71978,P0891,4,2025,,2025-04-15,h,,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,46,1.421052632
21.28392,-157.71988,P0892,4,2025,,2025-04-15,h,,0,0,61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,31,26,1.888888889
21.28401,-157.7193,P0895,3,2025,,2025-03-12,h,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,
21.28401,-157.71988,P0123,4,2025,,2025-04-04,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,20,
21.28401,-157.71997,P0161,4,2025,,2025-04-02,h,,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,50,15,
21.28401,-157.72007,P0897,4,2025,,2025-04-02,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,35,10,
21.28401,-157.72017,P0898,4,2025,,2025-04-02,h,,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,15,
21.2841,-157.7192,P0901,3,2025,,2025-03-12,h,,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,5,
21.2841,-157.7193,P0902,3,2025,,2025-03-12,h,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,
21.2841,-157.71988,P0907,4,2025,,2025-04-04,h,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,30,
21.2841,-157.71997,P0908,4,2025,,2025-04-02,e,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,35,15,
21.2841,-157.72007,P0909,4,2025,,2025-04-02,e,,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,50,25,
21.28419,-157.72007,P0910,4,2025,,2025-04-16,a,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,80,10,
21.28419,-157.71901,P0912,4,2025,,2025-04-14,e,,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,30,
21.28419,-157.71997,P0914,3,2025,,2025-03-12,e,,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,
,,P0915,4,2025,,2025-04-04,,,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,20,
21.28149,-157.72964,P0091,3,2025,,2025-03-01,h,,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,40,10,
21.28158,-157.72964,P0087,3,2025,,2025-03-01,h,,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,
